Cumle;Sinif
Mürettebatsız yüz otuz geminiz olur.  ;1
Yüzü tiksintiyle çarpıldı.  ;2
Eldivenini çıkarıp kralın yüzüne fırlattı.  ;2
Sör Guyard’ın yüzü öfkeyle karardı.  ;2
Af teklifimi yüzüme geri fırlatıyor.  ;2
Başlığının altındaki yüzü solgundu.  ;2
Babanın yüzünü almışsın.  ;2
Kraliçe yüzünden mi?  ;6
Shae’in yüzü duruldu.  ;2
Bu yüzden kaçmıştım.  ;6
Bir de o yüzden.  ;6
  Kızın yüzü kızardı.  ;2
Hendeği yüzerek geçmişler.  ;4
Garnizonda yaklaşık yüz adam vardı.  ;1
Ağacın gövdesine oyulmuş yüze baktı.  ;2
O yüzden şimdi şeytan çocuk. ;6
Yüzündeki boşluk gizlenmişti.  ;2
Üç yüz kavanoz mu dediniz?  ;2
Lanet olası yaratıkların derilerini yüzmeliydim.  ;5
Görünüşe göre canavarlar yüzüyorlar.  ;4
  Yüzlerce binlerce. ;1
Kız yüzünü çevirdi.  ;2
Qhorin’in yüzü ifadesizdi.  ;2
Ağlamaklıydı şarap yüzünden böyle oluyordu. ;6
Duman yüzünden elbiselerinin çoğu mahvolmuştu.  ;6
Seni bu yüzden suçlayamam.  ;6
Büvet ağacının yüzü kardeşinin yüzüydü.  ;2
Cersei yüzünü ekşitti.  ;2
Bir an kardeşinin yüzünü inceledi.  ;2
İğrenmiş gibi yüzünü buruşturdu.  ;2
Brienne’in yüzü ıslak bir bulanıklıktı.  ;2
Belki buradaki ışık yüzündendir.  ;6
Çocuk yüzlü kurtlar.  ;2
Kırmızıburun kuyuda yüzüyordu Kırmızıburun kuyuda yüzüyordu ;4
  Yüz olabilir.  ;1
İki yüz.  ;1
  Yüzünü buruşturdu.  ;2
Turnuva alanına yüzlerce adam çıkardılar!  ;1
Sansa’nın yüzündeki ifadeyi görünce güldü.  ;2
Kraliçenin yüzü sert ve öfkeliydi.  ;2
Cersei Sansa’nın yüzüne bile bakmamıştı. ;2
Yüzündeki kan zift kadar karaydı. ;2
Xaro’nun yüzü soğudu.  ;2
Yüz gemim yok.  ;1
Kardeşlik sekiz yüzden fazla değil.  ;1
Dany tepside kendi yüzünü görebiliyordu.  ;2
Arstan’ın yüzünü inceledi.  ;2
Yüzü asıktı.  ;2
Theon yaşlı adamın yüzünü seyretti.  ;2
  Theon’ın yüzü umursamazdı.  ;2
Yüzünden hafif bir gülümseme geçti.  ;2
Dehşet Kalesi’nin derisi yüzülmüş adamı.  ;5
Sonra yüzümü görmesine izin verdim.  ;2
Yüzü en küçük sıkıntısıydı.  ;2
Yüzünü seviyorum.  ;2
Yüzü mü?  ;2
Onu bu yüzden suçlayamam.  ;6
Osha’nın yüzü alevin üstünde yüzüyordu.  ;4
Hendekte bedenler yüzüyordu.  ;4
Yüzleri sert ve güçlüydü.  ;2
Jojen Reed duman yüzünden öksürüyordu.  ;6
Yüz kişiden anca biri yaşıyor.  ;1
Wu Zetian'ın yüzü mü?  ;2
Bu yüzden git yoluna!  ;6
Yüzlerce müzikli fişek dağıtılmıştı.  ;1
Şefkat yüklü yüzü sertleşti.  ;2
Bu yüzden şükretmelisiniz.  ;6
Bu yüzden korkarım gitmemiz gerekiyor. ;6
Yer su içinde yüzüyordu.  ;4
O yüzden gelmeye karar verdik.  ;6
dedi eğilip yüzlerine yakından bakarak. ;2
Yolgezer'in yüzü ciddileşti.  ;2
Glóin'in yüzü şöyle bir gölgelendi.  ;2
O yüzden sakınılması gerekir.  ;6
O yüzden neşelen Frodo!  ;6
Yüzünüzde yıldızlar parlasın!  ;2
dedi Aragorn karanlık bir yüzle.  ;2
Hala gözümü kırpmadan yüzlercesini hatırlayabilirim.  ;1
Gimli kukuletasıyla yüzünü örttü.  ;2
Yüzü sakin ve kırışıksızdı.  ;2
Yüzmeleri mi lazım gelecek?  ;4
Gözleri parlıyordu yüzü şevklenmişti. ;2
Yüzü sert ve kederliydi.  ;2
O yüzden dikkatli olun!  ;6
Soğuk hava yüzüne çarptı.  ;2
Dönün de yüzlerinize nazar eyleyeyim.  ;2
Yüzü kül gibiydi.  ;2
Solucandil bir yüzden diğerine baktı. ;2
Yüzlerce uzun merdiven dayandı.  ;1
Ben yüzme bilmem  dedi. ;4
Yüzü kırışıklıklar içindeydi ve küçülmüştü.  ;2
Arifin yüzü bitkin ve yorgundu.  ;2
Fakat Gandalf'ın yüzü hala sertti.  ;2
Yüzlerce mil taşıdım da unutuvermişim!  ;1
Ölü yüzler!  ;2
O yüzden bu taraftan gideceğim.  ;6
Artık gerçeklerle yüzleşme zamanı gelmişti.  ;6
O yüzden dikkat et Sméagol!  ;6
Ama Faramir'in yüzü hiç etkilenmemişti.  ;2
O yüzden için rahat olsun.  ;6
Yüzünden bir hüzün gölgesi geçti.  ;2
Yüzü, hayatta olduğundan da güzeldi.  ;2
O yüzden benden korkma!  ;6
O yüzden için rahat olsun.  ;6
Bunu onun yüzünden okuyabiliyorum.  ;2
Beyini bu yüzden bırakmaya değmezdi.  ;6
Bu yüzden koyulmamıştı bu yolculuğa.  ;6
O yüzden kibar konuş.  ;6
O yüzden bırak gülsünler.  ;6
Kederin yüzünden haksızlık etme!  ;6
Kara filo yüzünden olmalı.  ;6
Denethor'un yüzü asıldı buz gibiydi. ;2
Rüzgar yüzünü okşuyordu!  ;2
Pippin'in yüzü endişeliydi.  ;2
Birden yüzü bulutlandı.  ;2
Benim ve eşyalarımın yüzünden.  ;6
O yüzden tartışmayı kes.  ;6
O yüzden gel onu affedelim!  ;6
O yüzden hepinizin huzurunda nişanlanacaklar.  ;6
Ağaçsakal'ın yüzü hüzünlendi.  ;2
Asık yüzlü ve kara elliydi.  ;2
Yüz otuz bir yaşında olacak!  ;1
O yüzden artık uyuyacağım.  ;6
Prens Vasiliy yüzünü buruşturdu.  ;2
Piyer elleriyle yüzünü kapamıştı.  ;2
Yüzü sapsarı ama neşeliydi.  ;2
Yüzü gözyaşları içindeydi.  ;2
Yüzünde bir hüzün belirmişti.  ;2
Evet evet ;1
Şinşin yüzünü buruşturup gülümsedi.  ;2
Yüzü al al olmuştu.  ;2
Yüzünde birden öfke belirdi.  ;2
Denisov yüzünü daha çok buruşturdu.  ;2
Yüzünde acıdan çok korku vardı.  ;2
Genç kızın yüzüne baktı.  ;2
Yüzü al aldı.  ;2
Bu yüzden bunları düşününce sakinleşti.  ;6
Anatol’ün yüzünde Kim o? ;2
Bu yüzden utanıyor işte!  ;6
Bu yüzden vicdanım rahattır.  ;6
Rostov artık yüzlerini iyice görüyordu.  ;2
Üç yüz konuğun yine Huraaa! ;1
Yüzü çökmüş sapsarı olmuştu.  ;2
Yüzü solgundu.  ;2
Yüzünü buruşturarak:  — Saçma.  ;2
Elen’in yüzünde korku belirdi.  ;2
Bu yüzden Sonya’yı dansa kaldırdı.  ;6
Anna Pavlovna yüzünü buruşturdu. ;2
Bu yüzden Piyer’e yakınlık gösterdi.  ;6
Dört yüz var değil mi?  ;3
Yüzü kıpkırmızı kesilmişti.  ;2
Yüzünü de ellerini de öpüyorum.  ;2
Nataşa’yı görür görmez yüzü aydınlandı.  ;2
Genç kızın yüzü Neden soruyorsunuz? ;2
Bu yüzden her şeyi hatırlıyoruz.  ;6
Geçenlerde annemle bu yüzden çatıştık.  ;6
Yüzü kıpkırmızı oldu.  ;2
Bu yüzden yola çıkmamıştı.  ;6
Anatol gene yüzünü buruşturdu.  ;2
Yüzü kızarmıştı dinç görünüyordu. ;2
Prenses Mariya hayretle yüzüne baktı.  ;2
Sonra yüzünü ekşitti.  ;2
Fakat yüzünde bir tuhaflık vardı.  ;2
Hancının yüzü asıldı.  ;2
Onu bu yüzden kovmuşlar.  ;6
Denemeseydim annenin yüzüne bakamazdım.  ;2
Hancının yüz ifadesi anlaşılmazdı.  ;2
Ben o sularda yüzemem.  ;4
Hani o yangın yüzünden.  ;6
Auri’nin küçük yüzü asıldı.  ;2
Yüz elli yıldır çalınıyor.  ;1
Yüzünde kararlı bir ifade vardı.  ;2
Yüz ifadesi sakin tebessümü kibardı. ;2
Yüzünü silerek kapıya koştu.  ;2
Amlia’nın yüz ifadesi buz gibiydi.  ;2
Köz’ün yüzünü kolayca hayalimde canlandırabiliyordum.  ;2
Küçük bir el yüzümü okşadı.  ;2
Sıcak yüzüme değen eli serindi.  ;2
Dahası yüzlerinde bitkinliğin emarelerini seçebiliyordum.  ;2
Jaxim yüzünü ekşitti.  ;2
Aylık sadece yüzde on istiyor.  ;1
O yüzden hiçbir şey demedim.  ;6
Bu yüzden sonuçsuz arayışımı sürdürdüm.  ;6
Fakat saçlarındaki yapraklar yüzünden beceremedi.  ;6
Elimle yüzümü ovuşturdum.  ;2
O yüzden parasına oynarım.  ;6
Yüzüne endişeli bir ifade oturttu.  ;2
Yüz ifadesi sertleşti.  ;2
  Utanmışçasına yüzü kızardı.  ;2
Özür dilercesine yüzünü buruşturdu.  ;2
Artık ter yüzümden aşağı boşalıyordu.  ;2
Yüz ifadesi sertti.  ;2
Mola’nın yüzü kızardı.  ;2
Gülümsemesi yüzünü kaplayan çıbanlar kadar çirkindi.     ;2
Yere çöküp tavşanı yüzmeye başladığında Sam çizmelerini çıkardı.      ;5
Kuzgunu olan yaşlı Lord Karga Craster’a yüz tavşan değerinde bir yay verdi.     ;1
Kayadan aşağı inerken ince buz tabakası yüzünden ayağı kaydı.      ;6
Ayağa kalan ölü adamın ikiye ayrılmış yüzündeki mavi gözleri gece karanlığında parlıyordu.      ;2
O yüzsüz dilenciyi dinleme Jon daha demin jambonumun yarısını yedi.     ;2
  Sam’in yüzü kıpkırmızı kesilmişti.      ;2
Hayalet yüzerek karşı kıyıya geçti sudan çıktığında bembeyaz tüylerinden kahverengi çamur akıyordu.     ;4
Eğer bu gemiyi konuştuğunuz gibi yüzdürmeye kalkarsanız kanınız denizde akar.     ;4
  Karnındaki çocuk yüzünden şişman ikizlerden bahsediyor.     ;6
 Esgred’in yüzünde yine o edepsiz gülümseme vardı.      ;2
 Arkasına uzanıp Theon’ın yüzünü geri itti.      ;2
Yüzü kocaman bir gülümsemeyle aydınlandı ağzındaki eksik dişler görünüyordu.     ;2
İltifat Sör Lancel’ın yüzünün asılmasına sebep oldu.      ;2
Varys’in yüzüne karşı Lord Hadım diyoruz  diye alay etti Serçeparmak.     ;2
Sör Alliser’ın Sur’a götürmesi için yüz kürek ayarlayın.      ;1
Yüz kişinin içinde dört kişi kolayca kaybolabilir.      ;1
Bu yüzden sahte muhafızların yanı sıra gerçek muhafızlar da yollamalıyım.     ;6
Sen de bu yüzden mi saçlarını hiç taramıyorsun?      ;6
Bu yüzden ilk önce onu zehirledin.      ;6
Her zaman dinliyordu ama kraliçenin yüzüne ne zaman baksam ne istediğini görüyordum.      ;2
Boynuzlu miğferi artık Dunsen takıyordu ve Arya bu yüzden adamdan nefret ediyordu.      ;6
Kadının yüzünü hiç görmemiş olmak Dany’yi rahatsız ediyordu.      ;2
Kansüvarilerimden fazla dil konuşuyorsunuz ve Dothraklar gemilere de onları yüzdürenlere de güvenmiyor.      ;4
Bran yaprakların hışırtısını ve sıcak havuzlarda yüzen Hodor’un çıkardığı su seslerini duyabiliyordu.      ;4
Bazen baktığı yüzü değil de başka bir şeyi görüyormuş gibiydi bu gözler.      ;2
Yeşil rüyaydı bu yüzden gerçek olduğunu biliyorum.     ;6
Küçükken bozsu ateşi yüzünden neredeyse ölüyordum.      ;6
İki gözle yüzümü görebilirsin üç gözle kalbimi.     ;2
Jojen büvet ağacının yüzünü basamak olarak kullanıp tırmanmaya başladı.     ;3
Büvet ağaçlarındaki yüzlerle bir ilgisi olduğu düşünülür.      ;3
Yüz üstattan sadece biri bu metalden yapılmış bir halka takar.      ;1
İşte bu yüzden çok az üstat bu halka için zahmete girer.      ;6
Zavallı çocuğun benim yüzümden incilerini kaybetmesini istemem.      ;6
Alayaya’ya Dancy’ye Marei’ye ya da yıllardır yatağıma giren yüzlercesine ihtiyacım olmadığı gibi.    ;1
Bu yüzden Lannisterlar yeni hizmetçiler malzemeciler ve yağmacılar bulmak zorundaydı.     ;6
Bu yüzden kendisi ve oğlu Cley sık sık kaleye ziyarete gelirlerdi.      ;6
Yüzünde Arya’ya babasını hatırlatan bir şeyler vardı birbirlerine hiç benzememelerine rağmen.     ;2
Bir lordun yüzüne sahip hepsi bu dedi kendi kendine.    ;2
Adamın yüzü sadece birkaç santim uzakta olmasına rağmen görünmüyordu.      ;2
Gözlerini kapadığında önünde yüzen yüzler gördü.      ;2
ama onlar yüzlerce mil uzakta Kral Toprakları’ndaydı.     ;1
Yüzlerini basamaklarda görüyormuş gibi yapıp yok olmaları için bütün gücüyle fırçalıyordu.      ;2
Yağmur yüzünden iyice kabarmış nehre vardık.      ;6
Yaşlı aptal ‘Benim Layna’m fahişe değil ’ diye karşılık verdi Sör Gregor’un yüzüne.   ;2
Kalenin yalnızca bir kulesi vardı denize bakan yüzünde pencere yoktu.     ;3
Yüzüme karşı benimle alay etmene izin vermeyeceğim duyuyor musun?     ;2
Piyadelerim arkamdan geliyor yüz bin kılıç ve mızrak.     ;1
Kalabalık çadır çok sıcaktı kızın saman saçları terden geniş yüzüne yapışmıştı.     ;2
İşi bittiğinde yüzünün yanık tarafını görmemek için Tazı’nın soluna geçip yürümeye başladı.     ;2
Sör Ilyn’i düşündü ve adamın çiçek bozuğu yüzündeki acımasız bakışlı sulu gözlerini.      ;2
Yayını kaldırıp oku Sansa’nın yüzüne doğrulttu.      ;2
 Okun çelik ucu yüzüne doğrultulmuşken söyleyecek başka bir şey düşünememişti.      ;2
Sansa elleriyle yüzünü kapatmaya çalışıyor kavun kafasına her çarptığında sendeliyordu.     ;2
"Kırmızı yüzlü soytarı; süpürge sopası, kavunu ve her şeyiyle birlikte yalpalayarak gitti.      ";2
  Sör Boros’un yüzü koyu kırmızıya dönüştü.      ;2
Üstat bacaklarının arkasındaki kırmızı kılıç izlerine merhem sürerken Sansa yüzünü yatağa gömdü.     ;2
Kapının dışında kahverengi derili sert yüzlü bir kadın bekliyordu.     ;2
Sansa cücenin yüzüne bakmaktan alamıyordu kendini.      ;2
Adamın yüzünün çirkinliği Sansa’yı tuhaf bir şekilde büyülüyordu.      ;2
Savaşçı’nın yüzünün hemen altına bir kılıç resmi çizilmişti Demirci’ninkine bir çekiç.     ;2
Bu septteki yüzü siyah ve ovaldi.      ;2
"Yüzler yarı canlı gibi görünüyordu; hareket ediyor, değişiyorlardı.      ";2
Babanın yüzü Catelyn’e Nehirova’da ölüm döşeğinde yatan babasını hatırlattı.      ;2
Kraliçe Lannister’ın kibirli soğuk ve güzel yüz hatlarını pürüzlü duvarda görebiliyordu.     ;2
Onu bu yüzden hasta yatağında öldürmeye çalıştılar.      ;6
Gawen’ın mancınığa bağlanırkenki yüzü hala gözlerimin önünde.      ;2
Sayıları binleri buluyor bizse Yarımel geldiğinde ancak üç yüz kişi olacağız.     ;1
İki yüz adam ya da on bin adam arazi çok büyük.     ;1
Yüzü kayış gibi ve buruş buruştu elleri yaşlı kökler gibi eğri büğrüydü.     ;2
Bu rüyayı ilk kez Bozsu’da gördüğümde adamların yüzlerini tanımıyordum ama şimdi tanıyorum.      ;2
Jojen tuhaf yeşil gözleriyle Bran’ın yüzünü inceledi.      ;2
Uzun kırmızı bir bıçakla suratlarınızı yüzüyordu.      ;5
Size yüz altın pelerinli verebilirim  dedi Tyrion.     ;1
Senin yüzüne tükürdüğünde hepimizin yüzüne tükürmüş oluyor.      ;2
diye sormak niyetindeydi ama yüzüne tükürülmesi sorularını unutmasına sebep olmuştu.      ;2
Ne kadar çirkin olursa olsun bu gülümseme yüzlerce anıyı canlandırıyordu.      ;1
Yaşlı adamın ne tepki vereceğini anlamak için dikkatle yüzüne baktı.      ;2
Daryn Hornwood aramıza girdi ve bu yüzden öldü.      ;6
Weese’in kadınlarının elinde tamir edilecek yirmi yıkanacak yüz pelerin vardı.     ;1
Weese Arya’nın okuyabildiğini aklına bile getirmemişti bu yüzden yolladığı mesajları mühürlemiyordu.    ;6
En az yüz kere söyledi hem de.      ;1
Kılıcı Arya’nın elinden çekip aldı ve yüzüne sağlam bir tokat attı.      ;2
Adam yüzüne vurduğunda Arya dilini ısırmıştı.      ;2
Bu yüzden bir kez daha becerilmeyi hak ediyorsun.      ;6
Arya’nın kendisine baktığını görünce elini yüzüne götürüp iki parmağını yanağına koydu.      ;2
Stannis’in görüşme sırasında söylediği şey yüzünden mi?      ;6
Robb güvende olmamı istiyor onu bu yüzden suçlayamam ama bahanesi çok saçma.     ;6
Ağaçların altında baş başa kaldıklarında Edmure yüzünü ablasına döndü.      ;2
"Karabalık, yüzlerce mücadelede çarpışmış bir askerdi; Edmure’un çarpıştığı tek mücadele kaybedilmişti.      ";1
Yüzünüze derin bir keder yazıldığını görüyorum aşk ışığım.      ;2
Rakharo alayın arkasındaydı herhangi bir tehlike işaretini görebilmek için kalabalıktaki yüzlere bakıyordu.     ;2
Xaro’nun burnundaki mücevherler adamın yüzüne tuhaf ve pırıltılı bir kuş ifadesi veriyordu.     ;2
Rahibin başındaki kristal taç güneş ışığını yakalıyor Myrcella’nın yüzüne gökkuşağı düşürüyordu.     ;2
Tıraşsız ve yıkanmamış yüzler mızrak duvarının ardından içerleme dolu gözlerle kafileyi izliyordu.     ;2
Adamı getirene yüz altın ejderha vereceğim.      ;1
Yüzümü yalayarak temizleyecek ya da başını keseceğim.      ;2
Bu yüzden mi kralın çadırında kalıyor artık?      ;6
 Kral parmağını Penrose’un yüzüne doğrulttu.     ;2
Yüzü bir deri bir kemik kalmıştı ve gözlerinin altında siyah halkalar vardı.      ;2
Beni bu yüzden hor mu görüyorsun kaçakçı?      ;6
Renly’yle görüştüğümüzde bu masalı yüzüme vurmaktan çekinmedi.      ;2
Buna inanmak için Yamalı Yüz kadar delirmiş olmak gerekir.      ;2
Amacı bu muydu yüzümde korku mu görmek istedi?     ;2
  Kralın yüzünden bulut gibi bir sıkıntı geçti.      ;2
Kıyı sivri kayalarla doluydu bu yüzden koyu bir ucundan diğerine açıktan dolanıyordu.      ;6
Ama bu teselli onları körleştiriyor ve bu yüzden geçişimizi göremeyecekler.      ;6
